Seating Interest (Sidewalk/Roadway/Both),Restaurant Name,Bulding Number,Borough,Postcode,Business Address,Latitude,Longitude
both,Monte’s,451,Brooklyn,11215,"451 Carroll street , Brooklyn, NY",40.677464,-73.987277
sidewalk,RIVIERA RISTORANTE,1712,Queens,11357,"1712 UTOPIA PKWY, Queens, NY",40.781944,-73.794327
roadway,Wayla,100,Manhattan,10002,"100 Forsyth Street, Manhattan, NY",40.718384,-73.992846
both,Dulce Vida Latin Bistro,1219,Manhattan,10028,"1219 Lexington Ave, Manhattan, NY",40.777223,-73.957228
roadway,Noi Due,143,Manhattan,10023,"143 West 69th St, Manhattan, NY",40.776055,-73.981536
roadway,Luke’s Bar and Grill,1394,Manhattan,10075,"1394 Third Ave., Manhattan, NY",40.774509,-73.957144
both,VSPOT,156,Brooklyn,11217,"156 5th Avenue, Brooklyn, NY",40.678023,-73.979381
sidewalk,Carmelo's,1544,Brooklyn,11237,"1544 Dekalb, Brooklyn, NY",,
roadway,Zinc Espresso Bar & Jazz,82,Manhattan,10012,"82 West 3rd Street , Manhattan, NY",40.729794,-73.998842
both,El Born,651,Brooklyn,11222,"651  Manhattan Avenue, Brooklyn, NY",40.724464,-73.951198
roadway,Elmo Restaurant,156,Manhattan,10003,"156 Seventh Avenue, Manhattan, NY",40.741871,-73.997279
sidewalk,Parkview Diner,2939,Brooklyn,11214,"2939 Cropsey Avenue, Brooklyn, NY",40.583455,-73.986467
sidewalk,Landmark Tavern,626,Manhattan,10036,"626  11th Avenue & (on the coner) 46st Street, Manhattan, NY",40.76328,-73.996516
sidewalk,Cafe Renaissance,802,Brooklyn,11223,"802 Kings Highway, Brooklyn, NY",40.606518,-73.964465
both,Pete's Candy Store,709,Brooklyn,11211,"709 Lorimer St, Brooklyn, NY",40.718104,-73.950044
roadway,SEY COFFEE,18,Brooklyn,11206,"18 GRATTAN STREET, Brooklyn, NY",40.705513,-73.932539
sidewalk,Triangle Eatery and bar,27-35,Queens,11102,"27-35 21 Street Astoria , Queens, NY",40.771496,-73.926512
both,Pita and Sticks,321,Brooklyn,11215,"321 9th street, Brooklyn, NY",40.668862,-73.985646
sidewalk,Milk and Roses,1110,Brooklyn,11222,"1110  Manhattan Avenue , Brooklyn, NY",40.736381,-73.955263
both,Wicked Jane,15,Manhattan,10011,"15  West 8th, Manhattan, NY",,
both,Harlem Food Bar,2100,Manhattan,10026,"2100 Frederick Douglass Blvd, Manhattan, NY",40.802853,-73.9565
both,Antonio's Trattoria,2370,Bronx,10458,"2370 Belmont Avenue, Bronx, NY",40.854209,-73.886744
both,M&G Restaurant,2390,Bronx,10458,"2390  Arthur, Bronx, NY",,
sidewalk,Viviennea,3044,Bronx,10461,"3044 Westchester Avenue, Bronx, NY",40.848001,-73.831265
both,Locanda Vini e Olii,129,Brooklyn,11238,"129 Gates Ave, Brooklyn, NY",40.684804,-73.962927
sidewalk,Fiaschetteria Pistoia,167,Manhattan,10014,"167 7th Avenue South, Manhattan, NY",40.735725,-74.00158
both,Bogota Latin Bistro,141-143,Brooklyn,11217,"141-143 5th Avenue, Brooklyn, NY",40.678212,-73.97923
both,Achilles Heel,180,Brooklyn,11222,"180 West St, Brooklyn, NY",40.733168,-73.959797
sidewalk,Nyonya,199,Manhattan,10013,"199 Grand Street, Manhattan, NY",40.719147,-73.996797
sidewalk,The Springs,224,Brooklyn,11222,"224 Franklin St, Brooklyn, NY",40.733321,-73.958148
sidewalk,Three Owls Market,800,Manhattan,10014,"800 Washington, Manhattan, NY",,
both,Noi Due Carne,141,Manhattan,10023,"141 West 69th Street, Manhattan, NY",40.776033,-73.981485
both,Nello,696,Manhattan,10065,"696 Madison Avenue , Manhattan, NY",40.765713,-73.969874
both,Eat here now,839,Manhattan,10065,"839  Lexington Ave , Manhattan, NY",40.765259,-73.965958
both,The Kettle Black,415,Staten Island,10301,"415  Forest Ave , Staten Island, NY",40.630867,-74.103232
both,The CopperPot,347,Brooklyn,11231,"347  Van brunt st, Brooklyn, NY",40.677245,-74.013015
both,The South Of France,1800,Bronx,10472,"1800 Westchester Avenue, Bronx, NY",40.831905,-73.866217
roadway,The Boil,17,Manhattan,10003,"17 Waverly Place, Manhattan, NY",40.73017,-73.994436
sidewalk,MARIE BLACHERE,303,Manhattan,10014,"303 6TH AVE, Manhattan, NY",40.730691,-74.001634
both,Bella Notte,3524,Bronx,10463,"3524 Johnson Avenue, Bronx, NY",40.885974,-73.909869
sidewalk,Black Walnut,140,Brooklyn,11201,"140 Schemerhorn, Brooklyn, NY",,
both,VINATERÍA,2211,Manhattan,10026,"2211  Frederick Douglass Blvd., Manhattan, NY",40.806549,-73.953825
both,Local 92,92,Manhattan,10003,"92  Second avenue , Manhattan, NY",40.726994,-73.988819
roadway,Midnight express,1715,Manhattan,10128,"1715 2nd Ave , Manhattan, NY",40.779622,-73.950486
roadway,The Half Pint,76,Manhattan,10012,"76 West 3rd street, Manhattan, NY",40.729624,-73.998503
sidewalk,Chuko,565,Brooklyn,11238,"565 Vanderbilt Ave, Brooklyn, NY",40.680839,-73.96771
sidewalk,El Encanto de Lola 2,175,Manhattan,10026,"175 Lenox Avenue, Manhattan, NY",40.803769,-73.94842
both,MARIAS BISTRO MEXICANO,886,Brooklyn,11232,"886 5TH AVE, Brooklyn, NY",40.651439,-74.003744
both,SEA WOLF,19,Brooklyn,11237,"19 WYCKOFF AVENUE, Brooklyn, NY",40.706649,-73.922966
sidewalk,Bustan NYC,487,Manhattan,10024,"487 Amsterdam Ave, Manhattan, NY",40.785974,-73.976253
both,Estrelllita Poblana,2328,Bronx,10458,"2328  Arthur Ave , Bronx, NY",40.853997,-73.888895
both,brainfood the smart kitchen,967,Brooklyn,11205,"967  bedford ave , Brooklyn, NY",40.691265,-73.955473
roadway,SOCARRAT CHELSEA,259 WEST,Manhattan,10011,"259 WEST  19TH , Manhattan, NY",,
both,The shannon pot 2,10 50,Queens,11101,"10 50  44th drive long island citu, Queens, NY",40.748725,-73.95062
both,Porcelain,880,Queens,11385,"880 Woodward Ave., Queens, NY",40.702551,-73.901731
sidewalk,Cocina Del Sur,40 West,Manhattan,10018,"40 West 38th street, Manhattan, NY",40.751531,-73.984105
both,Crosstown diner,2880,Bronx,10465,"2880  Bruckner blvd, Bronx, NY",40.832641,-73.828688
roadway,Souvlaki GR LES,116,Manhattan,10002,"116 Stanton Street, Manhattan, NY",40.721095,-73.987283
both,Amici Ristorante,165,Manhattan,10013,"165 Mulberry Street , Manhattan, NY",40.719836,-73.99711
both,Diner,85,Brooklyn,11249,"85 Broadway, Brooklyn, NY",40.710518,-73.965737
both,Rhodora Wine Bar,197,Brooklyn,11205,"197 Adelphi, Brooklyn, NY",,
sidewalk,Little Ways,343,Manhattan,10013,"343 West Broadway, Manhattan, NY",40.722693,-74.003492
sidewalk,good taste 666 inc,43-45,Queens,11355,"43-45 main st, Queens, NY",40.751588,-73.826128
roadway,Cote Korean Steakhouse,16,Manhattan,10010,"16 West 22nd Street, Manhattan, NY",40.741214,-73.990884
both,Marlow & Sons,81,Brooklyn,11249,"81 Broadway, Brooklyn, NY",40.710529,-73.965842
sidewalk,Uncle Barry's,58,Brooklyn,11217,"58 5th Avenue, Brooklyn, NY",40.681248,-73.977199
both,Phebe's Tavern and Grill,359,Manhattan,10003,"359 Bowery, Manhattan, NY",40.726835,-73.991626
both,Vicolina,1302,Manhattan,10128,"1302 Madison Ave, Manhattan, NY",40.784933,-73.955851
both,Juliana's,19,Brooklyn,11201,"19 Old Fulton Street, Brooklyn, NY",40.702574,-73.993595
sidewalk,Lennys clam bar,16103,Queens,11414,"16103 Crossbay blvd, Queens, NY",40.655559,-73.838967
both,Rucola Broollyn,190,Brooklyn,11217,"190 Dean, Brooklyn, NY",,
both,The Grand,3701,Queens,11103,"3701 30th ave, Queens, NY",40.764594,-73.916462
sidewalk,Nom Wah Nolita,168,Manhattan,10012,"168 Bowery, Manhattan, NY",40.719965,-73.994199
sidewalk,BierWax,556,Brooklyn,11238,"556  Vanderbilt Avenue , Brooklyn, NY",40.679966,-73.968046
both,Bar Camillo,333,Brooklyn,11216,"333 Tompkins Ave, Brooklyn, NY",40.686512,-73.944533
both,Essex Restaurant,124,Manhattan,10002,"124 Rivington Street, Manhattan, NY",40.719709,-73.987103
both,Balade Your Way,8,Manhattan,10017,"8 E 41st, Manhattan, NY",,
both,THE MOLLY WEE,402,Manhattan,10001,"402   EIGHTH AVE, Manhattan, NY",40.749762,-73.995221
both,Jam'It Bistro,367,Brooklyn,11231,"367  Columbia St, Brooklyn, NY",40.67946,-74.005358
both,Dolce Fantasia,1210,Staten Island,10310,"1210  Llewellyn, Staten Island, NY",,
roadway,Bistro les amis,180,Manhattan,7901,"180 Spring, Manhattan, NY",,
both,Ricardo Steak House,2145,Manhattan,10029,"2145  2nd Avenue, Manhattan, NY",40.793396,-73.940425
sidewalk,Jerusalem Bagels,64-48,Queens,11375,"64-48 108 Street, Queens, NY",40.732042,-73.849152
roadway,W’s Bar and Restaurant LLC,7001 C,Staten Island,10307,"7001 C  Amboy Road, Staten Island, NY",40.51585,-74.233504
sidewalk,BARACHOU,449,Manhattan,10024,"449 Amsterdam Avenue, Manhattan, NY",40.784777,-73.977124
both,DESDEMONA,790,Brooklyn,11211,"790  METROPOLITAN AVE, Brooklyn, NY",40.714683,-73.94267
sidewalk,Woodside pizza and restaurant,44-06,Queens,11377,"44-06  60 street , Queens, NY",40.742023,-73.904477
sidewalk,BUON GUSTO,499,Brooklyn,11205,"499  MYRTLE AVE, Brooklyn, NY",40.693514,-73.965107
both,June Wine Bar,231,Brooklyn,11201,"231 Court, Brooklyn, NY",,
both,Two Hands Tribeca,251,Manhattan,10013,"251 Church St, Manhattan, NY",40.717868,-74.00562
both,Broome Street Bar,361-363,Manhattan,10013,"361-363 West Broadway, Manhattan, NY",40.72308,-74.00316
both,Serafina Meatpacking,7,Manhattan,10014,"7  9th Avenue, Manhattan, NY",40.739603,-74.006358
sidewalk,La Compagnie des Vins Surnaturels,249,Manhattan,10013,"249 Centre Street, Manhattan, NY",40.720396,-73.99803
sidewalk,Black iris,228,Brooklyn,11205,"228  Dekalb ave, Brooklyn, NY",40.689505,-73.970284
roadway,pig n whistle,58,Manhattan,10036,"58  WEST 48TH STREET, Manhattan, NY",40.758189,-73.980281
both,Casa Restaurant & Lounge inc,3607,Bronx,10465,"3607 East Tremont Avenue, Bronx, NY",40.828808,-73.824459
both,Ho’Brah,412,Staten Island,10301,"412  Forest Ave , Staten Island, NY",40.630856,-74.103203
both,RAMBLING HOUSE,4292,Bronx,10470,"4292 KATONAH AVE, Bronx, NY",40.89843,-73.867338
sidewalk,JACK'S WIFE FREDA,116,Manhattan,10011,"116 8TH AVE, Manhattan, NY",40.74088,-74.001689
both,Heights cafe,84,Brooklyn,11201,"84 Montague Street, Brooklyn, NY",40.695276,-73.996087
both,Le Marais,150 west,Manhattan,10036,"150 west  46 st, Manhattan, NY",40.757984,-73.983677
sidewalk,Sidecar,560,Brooklyn,11215,"560  5th Ave, Brooklyn, NY",40.665269,-73.989572
both,Judy's,601,Brooklyn,11232,"601 40th Street, Brooklyn, NY",40.649185,-74.00195
both,Toscana49,143,Manhattan,10017,"143 East 49th street , Manhattan, NY",40.755651,-73.972279
both,LA BONNE SOUPE,48,Manhattan,10019,"48 W 55TH ST, Manhattan, NY",40.762319,-73.976486
both,Raouls Restaurant,180,Manhattan,10012,"180 Prince Street , Manhattan, NY",40.726327,-74.002035
both,Wolf and lamb Steakhouse,16,Manhattan,10017,"16 east 48th street, Manhattan, NY",40.756899,-73.97722
roadway,The Commons Chelsea,128,Manhattan,10011,"128 7th Avenue, Manhattan, NY",40.740855,-73.998019
both,Miti Miti,138,Brooklyn,11217,"138  5th Avenue, Brooklyn, NY",40.678679,-73.978941
sidewalk,Tradisyon NYC,790,Manhattan,10019,"790  9th avenue North store, Manhattan, NY",40.765047,-73.987795
sidewalk,Sage Kitchen,352,Manhattan,10014,"352 Bowery , Manhattan, NY",40.726604,-73.991731
sidewalk,Mamas Pizza,941,Manhattan,11414,"941 Amsterdam Ave, Manhattan, NY",40.800556,-73.965615
sidewalk,Nobu 57,40,Manhattan,10019,"40 West 57th Street, Manhattan, NY",40.763538,-73.975352
roadway,Isla cafe,1859,Bronx,10472,"1859  Westchester ave , Bronx, NY",40.832592,-73.863997
both,Short Stories,355,Manhattan,10003,"355 Bowery, Manhattan, NY",40.726736,-73.991662
both,Botanica Bar,47,Manhattan,10012,"47 East Houston Street, Manhattan, NY",40.724828,-73.994585
both,Amity Hall,80,Manhattan,10012,"80 West 3rd Street, Manhattan, NY",40.729764,-73.998784
sidewalk,LA NOXE,315,Manhattan,10001,"315  7TH AVENUE, Manhattan, NY",40.747086,-73.993457
sidewalk,Reggianos Brick Oven Pizza,7001,Staten Island,10312,"7001  Amboy Rd, Staten Island, NY",40.51585,-74.233504
sidewalk,Malt & Mold,362,Manhattan,10010,"362 Second Avenue, Manhattan, NY",40.73669,-73.981767
both,BARKING DOG,1678,Manhattan,10028,"1678 3RD AVE, Manhattan, NY",40.783989,-73.950226
sidewalk,Clyde Frazier's Wine And Dine,485,Manhattan,10018,"485 10th Avenue, Manhattan, NY",40.756585,-73.997701
both,Luzzos bk,145,Brooklyn,11201,"145 Atlantic ave, Brooklyn, NY",40.6905,-73.995265
sidewalk,JACK'S WIFE FREDA,116,Manhattan,10011,"116 8TH AVE, Manhattan, NY",40.74088,-74.001689
both,Tap house,72-07,Queens,11375,"72-07 Austin Street, Queens, NY",40.719228,-73.842327
sidewalk,Palermo Restaurant,2392,Queens,11105,"2392  21st street, Queens, NY",40.776804,-73.921307
roadway,Biskoti Bakery Cafe,3720,Queens,11103,"3720 30th Ave, Queens, NY",40.764526,-73.916361
both,CHEESEBOAT,80,Brooklyn,11249,"80 Berry street, Brooklyn, NY",40.719828,-73.957741
sidewalk,Zombie Hut,273,Brooklyn,11231,"273 Smith Street, Brooklyn, NY",40.682614,-73.99324
both,El Toro Mexican Grill,69,Manhattan,10004,"69 New Street, Manhattan, NY",40.705507,-74.012396
both,Belle Harlem,2363,Manhattan,10030,"2363  Adam Clayton Powell Blvd Store #4, Manhattan, NY",40.817339,-73.942206
both,Sean Og Enterprises LLC,6002,Queens,11377,"6002 Woodside Avenue, Queens, NY",40.745067,-73.904321
both,Wheeler’s,1705,Brooklyn,11235,"1705 sheepshead bay road, Brooklyn, NY",40.585751,-73.951756
sidewalk,Bella’s place restaurant,87-77,Queens,11435,"87-77 Sutphin , Queens, NY",,
both,"In Restaurant, LLC",300,Manhattan,10026,"300 W114th Street, Manhattan, NY",40.803202,-73.956544
both,Bar Coastal NYC,1495,Manhattan,10075,"1495 First Ave, Manhattan, NY",40.771765,-73.953123
sidewalk,LLAMA INN,50,Brooklyn,11211,"50 WITHERS STREET, Brooklyn, NY",40.716754,-73.951146
sidewalk,Happyfun Hideaway Inc,1211,Brooklyn,11221,"1211 myrtle ave, Brooklyn, NY",40.697396,-73.931642
both,Clay,553,Manhattan,10027,"553 Manhattan Avenue, Manhattan, NY",40.809387,-73.953657
sidewalk,5 Napkin Burger,150,Manhattan,10003,"150 E14th St, Manhattan, NY",40.733663,-73.988082
roadway,Brooklyn Burgers & Beer,259,Brooklyn,11215,"259  5th Ave, Brooklyn, NY",40.674507,-73.981841
both,The Local NY,13-02,Queens,11101,"13-02 44th Avenue, Queens, NY",40.749651,-73.947487
both,Broccolino,446 ste A,Brooklyn,11217,"446 ste A dean street , Brooklyn, NY",,
both,MATSUNOYA,131 EAST,Manhattan,10017,"131 EAST 45TH STREET, Manhattan, NY",40.753237,-73.974312
both,Pig n Whistle 36th ST,202,Manhattan,10018,"202  West 36th St, Manhattan, NY",40.75247,-73.990165
both,The Highwater,34-20,Queens,11106,"34-20 Broadway, Queens, NY",40.760734,-73.92277
both,JJ's Hideaway,97,Brooklyn,11249,"97 NORTH 10TH STREET, Brooklyn, NY",40.720761,-73.957957
both,Hold Fast Kitchen & Spirits,364,Manhattan,10036,"364 W. 46th St., Manhattan, NY",40.760513,-73.989651
both,12 Chairs Cafe,56,Manhattan,10012,"56 Macdougal St, Manhattan, NY",40.727491,-74.002594
both,STEAM HOUSE,76,Manhattan,10002,"76 76 Forsyth Street, Manhattan, NY",,
both,EL REY II RESTAURANT,1064,Brooklyn,11208,"1064 LIBERTY AVENUE, Brooklyn, NY",40.678283,-73.869925
both,SOUVLAKI GR MIDTOWN,162,Manhattan,10019,"162 W 56 Street, Manhattan, NY",40.764571,-73.979893
both,Havemeyer Vineria naturale con cucina,103,Brooklyn,11211,"103  havemeter street, Brooklyn, NY",,
roadway,west~bourne,137,Manhattan,10012,"137  Sullivan Street, Manhattan, NY",40.726802,-74.002082
both,MG 54  BAR AND LOUNGE INC,1548,Bronx,10452,"1548 University, Bronx, NY",,
sidewalk,Health Kitchen,10-17A,Queens,11357,"10-17A 154th Street, Queens, NY",40.792825,-73.80714
both,La Napa,656,Brooklyn,11216,"656 Nostrand Avenue , Brooklyn, NY",40.675914,-73.949942
sidewalk,Gracies on 2nd,300,Manhattan,10028,"300 E 86th Street, Manhattan, NY",40.777638,-73.951682
both,Karczma Restaurant,136,Brooklyn,11222,"136 Greenpoint Ave., Brooklyn, NY",40.730079,-73.955419
sidewalk,Chez Nick,1737,Manhattan,10128,"1737  York Ave, Manhattan, NY",40.778761,-73.945067
sidewalk,WASABI SUSHI BENTO,561,Manhattan,10018,"561  7TH AVENUE, Manhattan, NY",40.754702,-73.987501
both,Pinks,242,Manhattan,10003,"242 East 10th Street, Manhattan, NY",40.728939,-73.984857
both,DA Andrea,35,Manhattan,10011,"35  W 13th st. , Manhattan, NY",40.735854,-73.995381
both,Rise Bar,859,Manhattan,10019,"859 9th AVENUE, Manhattan, NY",40.767108,-73.986314
sidewalk,Costas Arepa Bar,30 West,Manhattan,10001,"30 West 35th Street, Manhattan, NY",40.749604,-73.985296
roadway,Gowanus Gardens,256,Brooklyn,11215,"256 4th Ave, Brooklyn, NY",40.676396,-73.983744
both,BARKING DOG,1678,Manhattan,10028,"1678  3RD AVE, Manhattan, NY",40.783989,-73.950226
both,Tracks Restaurant,220,Manhattan,10001,"220 west 31st Street, Manhattan, NY",40.749443,-73.992843
sidewalk,SEY COFFEE,18,Brooklyn,11206,"18 GRATTAN STREET, Brooklyn, NY",40.705513,-73.932539
sidewalk,One mile house,12-Oct,Manhattan,10002,"10-12 Delancey St, Manhattan, NY",40.720168,-73.99351
sidewalk,Ponyboy Bar LLC,632,Brooklyn,11222,"632 Manhattan Ave, Brooklyn, NY",40.723915,-73.950862
both,Lion's Head Tavern,995,Manhattan,10025,"995 Amsterdam Ave, Manhattan, NY",40.802178,-73.964433
both,Studio 299,299,Brooklyn,11211,"299 Vandervoort Ave , Brooklyn, NY",40.715392,-73.933904
both,Wallse Restaurant,344,Manhattan,10014,"344 west 11 street, Manhattan, NY",40.73553,-74.008133
sidewalk,Fratelli,2507,Bronx,10469,"2507 Eastchester Road, Bronx, NY",40.86304,-73.843436
roadway,The Viand,517,Manhattan,10024,"517 Columbus Avenue, Manhattan, NY",40.785706,-73.972733
sidewalk,Dellarocco's,214,Brooklyn,11201,"214 Hicks Street, Brooklyn, NY",40.69502,-73.995965
sidewalk,Chennai Garden by Tiffin Wallah Restaurant,127,Manhattan,10016,"127  East 28th St, Manhattan, NY",40.742783,-73.982761
sidewalk,GranVilla,4002,Brooklyn,11220,"4002  40st, Brooklyn, NY",,
both,Neapolitan Express,512,Manhattan,10018,"512 7th avenue, Manhattan, NY",40.753283,-73.98897
both,Aurora Brooklyn,70,Brooklyn,11249,"70  Grand Street , Brooklyn, NY",40.715812,-73.964775
sidewalk,Eataly,200,Manhattan,10010,"200  5th Avenue , Manhattan, NY",40.741865,-73.989365
both,Acey Ducey’s,101-17,Queens,11375,"101-17 Metropolitan Avenue, Queens, NY",40.710595,-73.851632
sidewalk,Mansion Restaurant,46-11,Queens,11103,"46-11  Broadway , Queens, NY",40.756644,-73.914028
sidewalk,The Beatrice Inn,285,Manhattan,10014,"285 West 12th Street, Manhattan, NY",40.737553,-74.004121
sidewalk,Made In Puerto Rico Latin Cuisine & Sports Bar,3363,Bronx,10461,"3363 East Tremont Ave., Bronx, NY",40.834448,-73.829258
both,SUPERPIZZA01 CORP,446 STE B,Brooklyn,11217,"446 STE B DEAN STREET, Brooklyn, NY",,
roadway,good taste 88 inc,773,Brooklyn,11220,"773 52 st , Brooklyn, NY",40.640451,-74.00561
sidewalk,Pascalou,1308,Manhattan,10128,"1308 Madison Ave, Manhattan, NY",40.785097,-73.955728
both,Red Hook Lobster Pound,284,Brooklyn,11231,"284  Van Brunt, Brooklyn, NY",,
both,Oxomoco,128,Brooklyn,11222,"128  Greenpoint Ave, Brooklyn, NY",40.730054,-73.955686
both,Yakitori Torishin,362,Manhattan,10019,"362 West 53rd Street, Manhattan, NY",40.764871,-73.986427
both,Bricklane Curry House,79,Manhattan,10003,"79 Second Avenue , Manhattan, NY",40.726538,-73.98918
both,The Gutter Bar LIC,22-Oct,Queens,11101,"10-22 46th Ave, Queens, NY",40.746727,-73.951993
both,RAMBLING HOUSE,4292,Bronx,10470,"4292  KATONAH AVE, Bronx, NY",40.89843,-73.867338
both,Churrascaria Plataforma,316,Manhattan,10019,"316 W 49th Street, Manhattan, NY",40.762041,-73.987485
both,Osteria Delbianco,22,Manhattan,10017,"22  East 49th street , Manhattan, NY",40.757486,-73.976664
sidewalk,Lexington Candy Shop,1226,Manhattan,10028,"1226  Lexington Avenue, Manhattan, NY",40.777454,-73.957087
sidewalk,Forno Siciliano,43-19,Queens,11105,"43-19 Ditmars blvd, Queens, NY",40.771254,-73.903782
sidewalk,Ess-a-Bagel,831,Manhattan,10022,"831 3rd Ave , Manhattan, NY",40.756222,-73.970467
sidewalk,Bravo Pizza,413,Staten Island,10306,"413 New Dorp Lane , Staten Island, NY",40.570177,-74.1092
both,East One Coffee Roasters,384,Brooklyn,11231,"384  Court Street, Brooklyn, NY",40.681217,-73.996463
roadway,Fresh Salt,146,Manhattan,10038,"146 Beekman Street, Manhattan, NY",40.707026,-74.002575
both,mansion rest,1634,Manhattan,10028,"1634 york ave, Manhattan, NY",40.775992,-73.947065
sidewalk,Mazzat,208,Brooklyn,10312,"208 Columbia Street, Brooklyn, NY",40.684911,-74.002769
both,Freehold,45,Brooklyn,11249,"45 South 3rd St, Brooklyn, NY",40.713628,-73.965999
sidewalk,Soba Noodle Azuma,251,Manhattan,10019,"251 W 55th Street #1floor, Manhattan, NY",40.765005,-73.982827
both,The Monro Pub,481,Brooklyn,11215,"481  5th Ave, Brooklyn, NY",40.667786,-73.987445
both,Rebeccas Bar,610,Brooklyn,11206,"610 Bushwick Avenue, Brooklyn, NY",40.698378,-73.934205
both,Telly’s Taverna,2811&2813,Queens,11105,"2811&2813 23rd Avenue , Queens, NY",,
both,bottino,246 -248,Manhattan,10001,"246 -248 10th ave, Manhattan, NY",40.748554,-74.003533
both,The Malt House Fidi,9,Manhattan,10038,"9 Maiden Lane, Manhattan, NY",40.709606,-74.009555
both,Sunac Fancy Food,765,Manhattan,10010,"765  6Th Ave, Manhattan, NY",40.744522,-73.991635
both,ALLSWELL,124,Brooklyn,11211,"124 BEDFORD AVE, Brooklyn, NY",40.71958,-73.955862
both,Annie’s kitchen,7224,Queens,11367,"7224 Main Street , Queens, NY",40.725881,-73.821436
sidewalk,Mission Ceviche,1400,Manhattan,10021,"1400 Second Avenue, Manhattan, NY",40.76928,-73.957999
both,Baby Jane,899,Brooklyn,11238,"899  Fulton Street, Brooklyn, NY",40.683595,-73.967348
both,Ernesto's,10,Manhattan,10002,"10 Montgomery, Manhattan, NY",,
both,Catch 22,7221,Brooklyn,11209,"7221  3rd ave, Brooklyn, NY",40.633315,-74.027021
sidewalk,Colina Cuervo,759,Brooklyn,11238,"759 Nostrand Avenue , Brooklyn, NY",40.671333,-73.950353
both,Anejo Restaurant,668,Manhattan,10036,"668 10th Ave, Manhattan, NY",40.76278,-73.993174
